c10_g1_i1	NvOr292	69.828	882	232	880	185	70	6.92e-111	323
c10_g1_i1	NvOr291	67.672	882	232	877	185	74	3.19e-106	311
c10_g1_i1	NvOr289	37.946	882	224	850	185	137	5.52e-49	164
c10_g1_i1	LhOr208	34.361	882	227	856	185	146	4.63e-45	153
c10_g1_i1	HsOr180	35.242	882	227	856	185	144	5.65e-44	150
c10_g1_i1	NvOr288	35.111	882	225	853	185	144	5.13e-43	148
c10_g1_i1	PbOr149	34.361	882	227	856	185	146	2.29e-42	146
c10_g1_i1	LhOr205	32.159	882	227	847	185	145	7.04e-29	110
c10_g1_i1	HsOr185	28.821	882	229	862	185	160	3.72e-27	105
c10_g1_i1	AmOr160	28.125	882	224	850	185	159	1.13e-25	101
c10_g1_i1	PbOr72NTE	29.464	882	224	811	185	140	5.31e-23	94.0
c10_g1_i1	HsOr178	26.636	882	214	811	185	149	5.44e-23	94.0
c10_g1_i1	PbOr146	27.570	882	214	811	185	147	1.13e-22	93.2
c10_g1_i1	LhOr207	24.889	882	225	850	185	165	2.27e-22	92.0
c10_g1_i1	CfOr102	27.650	882	217	802	185	142	2.65e-22	92.0
c10_g1_i1	HsOr186	25.778	882	225	850	185	163	2.72e-22	92.0
c10_g1_i1	LhOr70NTE	26.389	882	216	802	185	146	1.36e-21	90.1
c10_g1_i1	HsOr78	25.822	882	213	802	185	151	1.55e-21	89.7
c10_g1_i1	PbOr71FN	27.928	882	222	802	185	140	7.13e-21	87.8
c10_g1_i1	HsOr179	26.339	882	224	847	185	161	1.28e-20	87.0
c10_g1_i1	HsOr187	24.766	882	214	811	185	153	1.79e-20	86.7
c10_g1_i1	NvOr17	26.446	882	242	874	185	165	8.18e-20	85.1
c10_g1_i1	AmOr114	24.299	882	214	802	185	154	2.18e-19	83.6
c10_g1_i1	NvOr18NTE	26.230	882	244	874	185	163	3.43e-19	83.2
c10_g1_i1	NvOr12	23.504	882	234	856	185	168	4.92e-19	82.8
c10_g1_i1	LhOr60NTE	25.571	882	219	802	185	149	6.55e-19	82.4
c10_g1_i1	PbOr148	23.894	882	226	850	185	167	7.02e-19	82.0
c10_g1_i1	HsOr82	25.909	882	220	802	185	148	7.90e-19	82.0
c10_g1_i1	HsOr86	23.744	882	219	802	185	154	1.57e-18	81.3
c10_g1_i1	NvOr16	24.766	882	214	802	185	153	2.02e-18	80.9
c10_g1_i1	HsOr85	25.000	882	220	802	185	149	3.31e-18	80.5
c10_g1_i1	CfOr104	25.676	882	222	811	185	151	3.74e-18	80.1
c10_g1_i1	HsOr81	25.909	882	220	802	185	148	4.25e-18	80.1
c10_g1_i1	LhOr64NTE	25.339	882	221	802	185	147	5.21e-18	79.7
c10_g1_i1	CfOr103	28.125	882	224	811	185	143	5.72e-18	79.7
c10_g1_i1	LhOr61NTE	24.312	882	218	802	185	153	7.48e-18	79.3
c10_g1_i1	LhOr114	22.271	882	229	847	185	170	7.70e-18	79.3
c10_g1_i1	LhOr206NTE	27.778	882	180	718	185	128	8.19e-18	79.0
c10_g1_i1	LhOr113	22.897	882	214	802	185	157	9.40e-18	79.0
c10_g1_i1	PbOr75NTE	26.606	882	218	784	185	142	1.39e-17	78.6
c10_g1_i1	HsOr79	26.977	882	215	802	185	145	1.51e-17	78.6
c10_g1_i1	AmOr51	25.862	882	232	862	185	165	2.57e-17	77.8
c10_g1_i1	LhOr182NTE	25.571	882	219	811	185	149	3.02e-17	77.4
c10_g1_i1	AmOr64	25.123	882	203	784	185	148	4.52e-17	77.0
c10_g1_i1	HsOr84	22.374	882	219	802	185	157	5.16e-17	77.0
c10_g1_i1	NvOr32NTE	27.273	882	187	721	185	128	5.86e-17	76.6
c10_g1_i1	NvOr20	26.957	882	230	850	185	158	6.19e-17	76.6
c10_g1_i1	NvOr28	25.738	882	237	853	185	156	7.19e-17	76.6
c10_g1_i1	LhOr63NTE	23.853	882	218	802	185	154	7.79e-17	76.3
c10_g1_i1	NvOr14	28.390	882	236	853	185	155	9.47e-17	76.3
c10_g1_i1	CfOr105	26.609	882	233	811	185	137	9.50e-17	75.9
c10_g1_i1	LhOr115	21.834	882	229	847	185	171	1.41e-16	75.5
c10_g1_i1	HsOr83	24.658	882	219	802	185	152	1.59e-16	75.5
c10_g1_i1	NvOr22	25.581	882	215	802	185	151	1.71e-16	75.5
c10_g1_i1	AmOr115	24.091	882	220	802	185	151	1.81e-16	75.1
c10_g1_i1	NvOr78	25.455	882	220	835	185	156	2.10e-16	75.1
c10_g1_i1	LhOr112	22.072	882	222	829	185	166	2.15e-16	75.1
c10_g1_i1	PbOr70NP	23.874	882	222	802	185	149	2.30e-16	75.1
c10_g1_i1	AmOr66	25.000	882	200	778	185	148	2.51e-16	74.7
c10_g1_i1	NvOr29	25.847	882	236	853	185	156	2.62e-16	74.7
c10_g1_i1	CfOr106	25.778	882	225	811	185	147	2.65e-16	74.7
c10_g1_i1	CfOr110	24.091	882	220	802	185	151	2.73e-16	74.7
c10_g1_i1	HsOr175	22.318	882	233	859	185	172	4.87e-16	73.9
c10_g1_i1	NvOr11FIX	27.027	882	185	721	185	128	5.90e-16	73.9
c10_g1_i1	PbOr111	26.042	882	192	757	185	141	6.44e-16	73.6
c10_g1_i1	NvOr13	24.793	882	242	877	185	169	6.47e-16	73.9
c10_g1_i1	NvOr290PSE	25.359	882	209	805	185	154	6.73e-16	73.6
c10_g1_i1	LhOr46	22.845	882	232	859	185	171	7.58e-16	73.6
c10_g1_i1	CfOr108	23.744	882	219	802	185	153	9.28e-16	73.2
c10_g1_i1	HsOr377	27.686	882	242	853	185	147	9.47e-16	73.2
c10_g1_i1	LhOr45	25.000	882	232	859	185	166	1.62e-15	72.4
