c9_g1_i1	AmOr117	28.000	274	50	179	42	32	0.027	28.9
c19_g1_i1	NvOr13	63.504	415	137	413	3	49	1.92e-63	196
c19_g1_i1	NvOr11FIX	46.715	415	137	413	3	72	2.49e-39	133
c19_g1_i1	NvOr14	40.876	415	137	413	3	74	1.19e-30	110
c19_g1_i1	NvOr17	40.426	415	141	413	3	79	2.34e-30	109
c19_g1_i1	NvOr18NTE	36.170	415	141	413	3	85	5.37e-27	100
c19_g1_i1	NvOr20	36.429	415	140	410	9	78	2.65e-24	92.8
c19_g1_i1	NvOr19	33.577	415	137	410	3	90	1.01e-21	85.5
c19_g1_i1	NvOr22	33.577	415	137	413	3	81	3.69e-21	84.0
c19_g1_i1	NvOr16	31.884	415	138	413	9	91	8.89e-20	80.1
c19_g1_i1	NvOr15	34.286	415	140	413	3	84	1.41e-19	79.7
c19_g1_i1	HsOr80	30.370	415	135	407	3	88	4.12e-18	75.5
c19_g1_i1	LhOr69NTE	30.370	415	135	407	3	88	2.85e-17	73.2
c19_g1_i1	PbOr73NTE	32.593	415	135	407	3	85	1.09e-16	71.6
c19_g1_i1	PbOr99NCF	33.077	415	130	392	3	84	1.20e-16	70.9
c19_g1_i1	PbOr74NTE	33.088	415	136	407	3	84	4.65e-16	69.7
c19_g1_i1	PbOr98NFI	29.771	415	131	392	3	87	5.19e-15	66.6
c19_g1_i1	NvOr31	27.737	415	137	413	3	95	5.45e-15	66.6
c19_g1_i1	NvOr12	29.371	415	143	413	9	88	9.80e-15	65.9
c19_g1_i1	AmOr115	30.000	415	130	395	6	85	1.35e-14	65.5
c19_g1_i1	PbOr101NTE	30.769	415	130	392	3	87	1.64e-14	65.5
c19_g1_i1	AmOr114	29.545	415	132	395	3	80	2.28e-14	64.7
c19_g1_i1	PbOr102NTE	30.769	415	130	392	3	87	3.34e-14	64.3
c19_g1_i1	HsOr93	32.836	415	134	395	3	81	5.17e-14	63.9
c19_g1_i1	HsOr122	33.083	415	133	395	3	81	9.00e-14	63.2
c19_g1_i1	PbOr100NFI	29.771	415	131	392	3	87	1.17e-13	62.8
c19_g1_i1	NvOr28	25.000	415	136	410	3	98	2.17e-13	62.0
c19_g1_i1	HsOr91	32.090	415	134	395	3	82	2.20e-13	62.0
c19_g1_i1	LhOr70NTE	29.008	415	131	395	3	83	5.47e-13	60.8
c19_g1_i1	HsOr100	32.800	415	125	395	33	73	7.54e-13	60.5
c19_g1_i1	HsOr118	31.298	415	131	395	3	87	1.43e-12	59.7
c19_g1_i1	CfOr102	30.435	415	138	407	3	79	1.73e-12	59.7
c19_g1_i1	HsOr119	31.061	415	132	395	3	86	2.17e-12	59.3
c19_g1_i1	PbOr75NTE	31.061	415	132	395	6	76	3.47e-12	58.5
c19_g1_i1	HsOr98	29.545	415	132	392	3	86	4.27e-12	58.5
